source,split,profile,row,method,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation
chirp_9db,validation,long_gaps,13417,zero_fill,2.1177661531828993,1.0,1.1004625506817616,0.0,0.7003853220389838,,0.4220381374295304
chirp_9db,validation,long_gaps,13417,linear,2.142786498516799,1.0118144986387168,1.1718783527383452,0.0,0.7086600234727906,0.0007820830652763382,0.40066008253459134
chirp_9db,validation,long_gaps,13417,pchip,2.152780205886078,1.016533483949847,1.2074222902060572,0.0,0.7119651315196237,0.0013857693880384957,0.39292651214619717
chirp_9db,validation,long_gaps,13417,autoregression,2.1050023286546873,0.9939729773709771,1.0610481260916484,0.0,0.6961640838540193,0.11131845695024183,0.4335935472581879
chirp_9db,validation,long_gaps,13417,pca_r32_l01,2.0083239810539126,0.9483218805983369,0.9281807281604365,0.0,0.6641907257394809,0.3181884523365347,0.5108839204272174
chirp_9db,validation,long_gaps,13417,pca_r64_l01,1.9428735892319289,0.9174164892152443,0.9199673374766205,0.0,0.6425450432428929,0.41469589362225084,0.5581201144348956
chirp_9db,validation,long_gaps,13417,pca_r96_l01,1.818977096484563,0.8589131022567006,0.9037323119577333,0.0,0.601570129727562,0.6321847154631831,0.6485973581242777
chirp_9db,validation,long_gaps,13417,pca_r64_l001,1.6680102743304677,0.787627223064043,0.8216954683910785,0.0,0.5516425462723803,0.6301043134732132,0.7055172301676704
chirp_9db,validation,long_gaps,13417,pca_r64_l1,2.0787401279992843,0.98157208003114,0.965075219637515,0.0,0.6874786773770852,0.1990640288114605,0.4568723514254381
chirp_9db,validation,long_gaps,13417,template_1,2.6370387129526702,1.2451982524082414,1.2306436974201154,0.0,0.872118579015326,0.06611373791879455,0.26214297209700776
chirp_9db,validation,long_gaps,13417,dictionary_8,1.7274965581911375,0.8157163885138093,0.8044576881124039,0.0,0.5713157854617212,0.6518651525820686,0.6928428192805332
chirp_9db,validation,long_gaps,13417,dictionary_24,2.092105006799752,0.9878829178827984,0.9674043570485489,0.0,0.6918986955781548,0.2689849685966636,0.4677090471618501
chirp_9db,validation,long_gaps,13417,dictionary_48,1.8522807467945661,0.874638941608675,0.8539437296910071,0.0,0.6125842767864278,0.494559887057828,0.6120254179543909
chirp_9db,validation,long_gaps,13653,zero_fill,3.0792973193891,1.0,2.051685086817831,0.0,1.0183818649914238,,0.7362772153112459
chirp_9db,validation,long_gaps,13653,linear,3.131314074579205,1.016892410766111,2.1035632721421993,0.0,1.0355847897716173,-0.02566710180057083,0.7260079397173204
chirp_9db,validation,long_gaps,13653,pchip,3.1177187312778867,1.0124773309958939,2.1053715123058945,0.0,1.0310885526011375,-0.033875463454534835,0.7285314971366849
chirp_9db,validation,long_gaps,13653,autoregression,3.1885650028699817,1.0354846161794338,2.046793659297343,0.0,1.0545187545947405,0.122480771584547,0.7170570813386824
chirp_9db,validation,long_gaps,13653,pca_r32_l01,6.728659349394623,2.185128180714137,4.107305594681634,0.0,2.22529491192098,-0.09468984786951365,0.318034418729942
chirp_9db,validation,long_gaps,13653,pca_r64_l01,4.552955572904336,1.4785696542637183,2.9219563973703715,0.0,1.50574852202881,-0.1661508652655459,0.4850404628325457
