sample,modality,degradation,method,PSNR_dB,SSIM_global,MAE_8bit,RMS_contrast
31,thermal,motion,nlm_clahe_unsharp,18.052856910335947,0.8903976321749837,27.403463541666667,53.557994429714284
31,thermal,motion,auto_mask_telea_inpaint,18.125054258147653,0.8633942910643254,26.98484375,46.23347150474388
40,optical,moderate,degraded_input,19.3543359838511,0.8424274620770842,23.085008680555557,33.600758405320754
40,optical,moderate,nlm_only_conservative,19.287038292157995,0.8378956337420389,23.240941840277777,33.29259804879604
40,optical,moderate,bilateral_only_conservative,19.31025817240506,0.8391727923794449,23.334813368055556,33.1508340887612
40,optical,moderate,gaussian_clahe,16.532081151258556,0.8274239066507739,30.66378472222222,48.32749295532743
40,optical,moderate,median_clahe,16.61757848676624,0.828958094476883,30.389348958333333,47.66730978670893
40,optical,moderate,bilateral_clahe,16.98438477152616,0.8387906083272139,28.967586805555555,47.41408928192355
40,optical,moderate,nlm_clahe,17.36730082866291,0.8515564084098074,27.33677951388889,47.804476691539534
40,optical,moderate,nlm_clahe_unsharp,17.350335999950318,0.8518708629682524,27.245642361111113,48.38768814726839
40,optical,moderate,auto_mask_telea_inpaint,18.794895686077147,0.8133712985810893,24.532886284722224,33.8204652315537
40,optical,severe,degraded_input,16.008129132532304,0.6126053588434236,35.19275173611111,23.24771156733018
40,optical,severe,nlm_only_conservative,16.050471252203632,0.609627291638606,35.21422309027778,22.321212741255575
40,optical,severe,bilateral_only_conservative,16.0350253636448,0.6114136082095906,35.27552517361111,22.44768126867087
40,optical,severe,gaussian_clahe,14.772992425928916,0.684464402719322,38.0061328125,37.23006950991944
40,optical,severe,median_clahe,14.830864244672723,0.6862880214846716,37.891484375,36.8373671019864
40,optical,severe,bilateral_clahe,15.094562415463379,0.7118696299827911,36.76431857638889,37.37011359217282
40,optical,severe,nlm_clahe,15.51481928680036,0.7022904626547911,35.06960503472222,34.73919336439939
40,optical,severe,nlm_clahe_unsharp,15.513893084048043,0.7033134865508311,34.99828993055556,35.00154402238771
40,optical,severe,auto_mask_telea_inpaint,16.16764498975844,0.6186978667835783,35.06907552083333,23.649650815192928
40,optical,motion,degraded_input,17.590267811759293,0.7443451494235804,27.305677083333332,31.469412945963377
40,optical,motion,nlm_only_conservative,17.58645895487888,0.7417389443937044,27.349939236111112,31.134807856032054
40,optical,motion,bilateral_only_conservative,17.588379751861737,0.7423590658940292,27.4423828125,31.029378168591343
40,optical,motion,gaussian_clahe,15.192222891763985,0.7357251426822349,34.712964409722225,45.978767580698026
40,optical,motion,median_clahe,15.25384370558968,0.7374954756578709,34.49653645833333,45.75518811639156
40,optical,motion,bilateral_clahe,15.496362666414559,0.7498267913545661,33.55772135416667,45.76837318125568
40,optical,motion,nlm_clahe,15.847090395205257,0.7659891194179709,32.064453125,45.30240878944844
40,optical,motion,nlm_clahe_unsharp,15.81113839469932,0.7646401346967324,32.063550347222225,45.6871461855312
40,optical,motion,auto_mask_telea_inpaint,18.172442399845863,0.7805362127378184,26.550047743055554,32.374229078723566
40,thermal,moderate,degraded_input,18.913060777610347,0.8804957529008315,23.5264453125,44.121894184058576
40,thermal,moderate,nlm_only_conservative,19.009333054039587,0.8823790367124388,23.343190104166666,43.5968630180951
40,thermal,moderate,bilateral_only_conservative,18.863658300731302,0.8775587302815137,23.793203125,43.17851638023824
40,thermal,moderate,gaussian_clahe,16.094857758726246,0.8068282668071364,33.9816796875,48.25776915095383
40,thermal,moderate,median_clahe,16.045244453121683,0.8031554231197268,34.148046875,47.77558697952969
40,thermal,moderate,bilateral_clahe,16.588261940362134,0.8199606958945048,32.20393229166667,47.93558602773802
40,thermal,moderate,nlm_clahe,17.263956724839417,0.8445971137196158,29.642239583333332,48.86195489598136
40,thermal,moderate,nlm_clahe_unsharp,17.24917401950797,0.8450258111826924,29.5755078125,49.380017868565105
40,thermal,moderate,auto_mask_telea_inpaint,18.160315512698574,0.8764000075363786,27.3748828125,49.27916041550581
40,thermal,severe,degraded_input,15.402956234957292,0.695728310962859,36.43821614583333,31.939206109446207
40,thermal,severe,nlm_only_conservative,15.54474018962054,0.702120315136251,35.9591015625,30.613655688394648
40,thermal,severe,bilateral_only_conservative,15.565527242053609,0.7023343029477156,35.91744791666667,30.180519056902032
40,thermal,severe,gaussian_clahe,13.97860728067511,0.6779595107251528,43.34092447916667,39.2571702949627
40,thermal,severe,median_clahe,13.973761873348431,0.6759569473633069,43.25638020833333,39.077669181325994
40,thermal,severe,bilateral_clahe,14.853951921743127,0.7255726648289303,39.482174479166666,38.790053314539925
40,thermal,severe,nlm_clahe,15.311685966774123,0.7449223031550887,37.523684895833334,39.069291060670544
40,thermal,severe,nlm_clahe_unsharp,15.293993495026006,0.7446999064152177,37.54091145833333,39.423594836312276
40,thermal,severe,auto_mask_telea_inpaint,14.92211163773613,0.696235684877948,39.78006510416667,37.673772151317266
40,thermal,motion,degraded_input,17.936719604005532,0.8471712805700561,26.1480078125,42.892445561693634
40,thermal,motion,nlm_only_conservative,18.03676206075704,0.8496229771520213,25.939518229166666,42.33686656790279
40,thermal,motion,bilateral_only_conservative,17.99981333934899,0.8480909840952755,26.109296875,42.161701723098176
40,thermal,motion,gaussian_clahe,15.750164664905718,0.7859989229852273,35.21186197916666,46.44009666246439
40,thermal,motion,median_clahe,15.694545641852562,0.7820249625217482,35.40765625,46.07648395943561
40,thermal,motion,bilateral_clahe,16.356902510841678,0.810598519499582,32.822604166666665,46.90088819554291
40,thermal,motion,nlm_clahe,16.883574552286206,0.8264171012063756,30.718997395833334,47.286724470800486
40,thermal,motion,nlm_clahe_unsharp,16.86081481962925,0.8260639596807098,30.710989583333333,47.58120933874048
40,thermal,motion,auto_mask_telea_inpaint,17.3568889975978,0.8342935539007552,28.729375,45.99012116816236
