source,split,profile,method,row,gap_rmse,gap_nrmse,gap_mae,visible_rmse,whole_rmse,gap_correlation,whole_correlation
am_9db,test,severe_4x,linear,17799.027777777777,3.2774362452579404,1.0012246213002003,1.6051561095855158,0.4011133790224394,0.920796769770934,0.001558492868119282,0.1029611849574548
am_9db,test,severe_4x,local_dictionary_24,17799.027777777777,3.648101788073512,1.1343990287357015,1.7239419977219324,0.4011133790224394,1.0081568943848211,0.13073162739778774,0.1410765689541906
am_9db,test,severe_4x,local_dictionary_8,17799.027777777777,3.398265688068817,1.0474070622277007,1.615939049575555,0.4011133790224394,0.9496793220529633,0.1433119399974674,0.1575172669479088
am_9db,test,severe_4x,local_pca_16,17799.027777777777,3.3021944935376144,1.009263575054369,1.5860882934290885,0.4011133790224394,0.9278392049850529,0.09907532188823535,0.12579580976050717
am_9db,test,severe_4x,local_pca_32,17799.027777777777,3.2983185368990573,1.008232983527736,1.592314039812437,0.4011133790224394,0.9272436517754353,0.10016822854744216,0.1262489253290182
am_9db,test,severe_4x,local_pca_8,17799.027777777777,3.2949509195103803,1.0095898522919655,1.5763458375509665,0.4011133790224394,0.926678094407069,0.11687070766093571,0.13701381995873071
am_9db,test,severe_4x,pca_r32_l01,17799.027777777777,3.3592076401181945,1.03118251497377,1.6494780605699395,0.2165435569250427,0.8815376052228012,0.15067362859805977,0.36670485111439477
am_9db,test,severe_4x,pca_r64_l001,17799.027777777777,3.893983449741848,1.2268900433745984,2.0928203751929453,0.2932636421089553,1.0263755940519363,0.15965540439968726,0.2981658628645866
am_9db,test,severe_4x,pca_r64_l01,17799.027777777777,3.3090617282483406,1.0141464794068296,1.6307314993504258,0.19795598357978014,0.8609077358554579,0.12270479965100375,0.3621953223112375
am_9db,test,severe_4x,pca_r64_l1,17799.027777777777,3.3299260540944573,1.01799692912737,1.5860266328696881,0.1911964406501072,0.8674055196515907,0.05032074581564096,0.3406935075475467
am_9db,test,severe_4x,pca_r96_l01,17799.027777777777,3.287899625405779,1.0049510815360359,1.591939762478558,0.1927514954723086,0.85657730594323,0.12273421967783633,0.3655475311422904
am_9db,test,severe_4x,pchip,17799.027777777777,3.278752632802164,1.0017100772945706,1.6103027191259685,0.4011133790224394,0.9210874693461601,0.0012680789176825454,0.1021414535891363
am_9db,test,severe_4x,template_1,17799.027777777777,4.278102576533767,1.3687198899853186,2.02350586798517,0.2291117060784972,1.1105486822315975,-0.028547449872299773,0.1255806649695838
am_9db,test,severe_4x,zero_fill,17799.027777777777,3.2736728900398266,1.0,1.597183879311328,0.4011133790224394,0.9199540533844109,,0.10587126824757984
am_9db,test,short_gaps,autoregression,17799.027777777777,4.867231308278192,1.1062262865481771,2.8003249427227797,0.0,0.8604130659217453,0.08092561214437434,0.4233748733530043
am_9db,test,short_gaps,dictionary_24,17799.027777777777,3.6869061060890167,0.8331641580621589,2.0975372316686802,0.0,0.651759077303408,0.5532807973760909,0.6977584015870795
am_9db,test,short_gaps,dictionary_48,17799.027777777777,3.566251032982067,0.8057345779844357,2.027996980548354,0.0,0.6304300722087874,0.5794397513944697,0.7185284337270046
am_9db,test,short_gaps,dictionary_8,17799.027777777777,3.710493979249319,0.8540574436813448,2.1154667605597433,0.0,0.6559288635697625,0.525875669353046,0.6949147810365706
am_9db,test,short_gaps,linear,17799.027777777777,4.822761229373162,1.0850168523803772,2.869705652540478,0.0,0.8525517923333334,-0.024572863477136914,0.41061164748721385
am_9db,test,short_gaps,local_dictionary_24,17799.027777777777,3.5421083168482093,0.7962315638153966,1.9802424555502536,0.0,0.6261622026351592,0.6202551494027537,0.7123727653918889
am_9db,test,short_gaps,local_dictionary_8,17799.027777777777,3.664283501798301,0.837721938844264,2.070305146175446,0.0,0.6477599280778918,0.5615334177762145,0.6794470269995033
am_9db,test,short_gaps,local_pca_16,17799.027777777777,3.9523647108631517,0.9073316280992505,2.20463516973902,0.0,0.6986859721934356,0.5474102170270124,0.6582975514312707
am_9db,test,short_gaps,local_pca_32,17799.027777777777,3.5472581981627105,0.8039664773495977,2.0080892607626044,0.0,0.6270725816351067,0.6254796224262615,0.712853106576093
am_9db,test,short_gaps,local_pca_8,17799.027777777777,7.0366823106422745,1.7023480100146986,3.7005647916735875,0.0,1.2439214447276443,0.2991136143037564,0.42270576366235213
am_9db,test,short_gaps,pca_r32_l01,17799.027777777777,5.603649349170078,1.3261072203561781,3.1275529412320076,0.0,0.9905946135474364,0.4398887544915677,0.5483054174385059
am_9db,test,short_gaps,pca_r64_l001,17799.027777777777,6.6490708971823445,1.6085238135568538,3.668841462799371,0.0,1.1754007799969393,0.31127612067079435,0.4449305513215054
